job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
job_000869,Plumbing,Fixture Installation,45014,2026-02,Install new water heater,111,1207,659,,As soon as possible
job_000870,Landscaping,Landscaping,17819,2026-04,Landscaping,156,1436,796,,Within 1-2 weeks
job_000871,Auto,Auto,68605,2026-01,Auto,185,1645,915,,Within 1-2 weeks
job_000872,Landscaping,Landscaping,14773,2026-04,Landscaping,197,1423,810,,Within 1-2 weeks
job_000873,Plumbing,Leak Repair,47031,2026-03,Fix leaking bathroom faucet,113,1156,634,,As soon as possible
job_000874,Cleaning,General Cleaning,53389,2026-01,Deep clean kitchen and bathrooms,88,1056,572,,Within 1-2 weeks
job_000875,Chimney,Chimney,12900,2026-01,Chimney,225,2485,1355,,Within 1-2 weeks
job_000876,HVAC,AC Repair,52615,2026-03,Install new thermostat,201,3002,1601,,Within 1-2 weeks
job_000877,HVAC,AC Repair,27346,2026-01,Clean ductwork,204,2548,1376,,As soon as possible
job_000878,Cleaning,Window Washing,52452,2026-03,"Exterior window wash, 2-story, 20 windows",81,902,491,,Within 1-2 weeks
job_000879,Chimney,Chimney,65514,2026-04,Chimney,224,2367,1295,,Within 1-2 weeks
job_000880,Exterior,Exterior,19474,2026-01,Exterior,569,2748,1658,,As soon as possible
job_000881,Landscaping,Landscaping,61334,2026-03,Landscaping,194,1258,726,,Within 1 month
job_000882,Auto,Auto,34720,2026-04,Auto,248,2355,1301,,I'm flexible
job_000883,Exterior,Exterior,81352,2026-02,Exterior,468,3048,1758,,I'm flexible
job_000884,Landscaping,Landscaping,24833,2026-02,Landscaping,159,1601,880,,As soon as possible
job_000885,Moving,Moving,99903,2026-04,Moving,154,2287,1220,,I'm flexible
job_000886,Flooring,Flooring,15999,2026-03,Flooring,166,1886,1026,,As soon as possible
job_000887,Moving,Moving,21122,2026-02,Moving,191,2175,1183,,I'm flexible
job_000888,Electrical,Outlet Installation,49526,2026-01,Install ceiling fan,184,2474,1329,,I'm flexible
job_000889,Moving,Moving,71776,2026-02,Moving,219,2470,1344,,I'm flexible
job_000890,General Contractor,General Contractor,58892,2026-03,General Contractor,1017,7939,4478,,I'm flexible
job_000891,General Contractor,General Contractor,25675,2026-04,General Contractor,1051,10323,5687,,As soon as possible
job_000892,Roofing,Roofing,95695,2026-01,Roofing,185,1741,963,,I'm flexible
job_000893,Cleaning,Carpet Cleaning,36227,2026-01,"Exterior window wash, 2-story, 20 windows",99,1021,560,,I'm flexible
job_000894,Appliance Repair,Appliance Repair,36378,2026-02,Appliance Repair,229,2216,1222,,As soon as possible
job_000895,Handyman,Handyman,33587,2026-04,Handyman,60,528,294,,Within 1 month
job_000896,Auto,Auto,24667,2026-04,Auto,225,1686,955,,As soon as possible
job_000897,Plumbing,Water Heater Replacement,10773,2026-02,Replace kitchen sink shutoff valve (you supply valve),114,1753,933,,Within 1 month
job_000898,Moving,Moving,84148,2026-03,Moving,166,1567,866,,Within 1-2 weeks
job_000899,Painting,Interior,73719,2026-02,Paint interior bedroom walls,355,2092,1223,,I'm flexible
job_000900,General Contractor,General Contractor,15154,2026-02,General Contractor,882,8467,4674,,As soon as possible
job_000901,Flooring,Flooring,32049,2026-03,Flooring,227,2257,1242,,As soon as possible
job_000902,HVAC,Thermostat,83048,2026-03,Furnace service before winter,152,2899,1525,,I'm flexible
job_000903,Plumbing,Drain Cleaning,40610,2026-03,Fix leaking bathroom faucet,96,1478,787,,As soon as possible
job_000904,Flooring,Flooring,19954,2026-01,Flooring,186,2299,1242,,Within 1 month
job_000905,Pool,Pool,64007,2026-02,Pool,166,1605,885,,I'm flexible
job_000906,Handyman,Handyman,79331,2026-03,Handyman,72,550,311,,Within 1-2 weeks
job_000907,Remodeling,Remodeling,52887,2026-03,Remodeling,196,2354,1275,,Within 1 month
job_000908,General Contractor,General Contractor,40054,2026-01,General Contractor,1073,10937,6005,,Within 1 month
job_000909,Exterior,Exterior,27772,2026-01,Exterior,465,2904,1684,,I'm flexible
job_000910,HVAC,AC Repair,60154,2026-03,AC unit repair and maintenance,173,3542,1857,,As soon as possible
job_000911,Chimney,Chimney,79479,2026-04,Chimney,195,2279,1237,,Within 1-2 weeks
job_000912,Pest Control,Bed Bugs,97337,2026-02,Termite inspection and treatment,244,2088,1166,,I'm flexible
job_000913,Plumbing,Fixture Installation,71687,2026-02,Fix leaking bathroom faucet,107,1273,690,,Within 1 month
job_000914,Remodeling,Remodeling,43985,2026-04,Remodeling,217,1834,1025,,As soon as possible
job_000915,Moving,Moving,41207,2026-01,Moving,156,2492,1324,,I'm flexible
job_000916,Painting,Cabinet,99141,2026-03,Exterior house painting,235,2099,1167,,Within 1 month
job_000917,Plumbing,Drain Cleaning,85465,2026-02,Replace kitchen sink shutoff valve (you supply valve),121,1731,926,,I'm flexible
job_000918,Pest Control,Bed Bugs,69203,2026-02,General pest control service,279,1566,922,,As soon as possible
job_000919,Painting,Exterior,19071,2026-03,Trim painting,368,2064,1216,,Within 1-2 weeks
job_000920,Pest Control,General,90096,2026-02,General pest control service,303,2430,1366,,Within 1-2 weeks
job_000921,Appliance Repair,Appliance Repair,66560,2026-03,Appliance Repair,219,2228,1223,,Within 1-2 weeks
job_000922,Plumbing,Water Heater Replacement,35547,2026-04,Replace kitchen sink shutoff valve (you supply valve),82,1650,866,,Within 1-2 weeks
job_000923,Cleaning,Window Washing,89048,2026-04,"Exterior window wash, 2-story, 20 windows",90,1222,656,,Within 1-2 weeks
job_000924,Pool,Pool,44410,2026-03,Pool,200,1583,891,,Within 1 month
job_000925,Painting,Exterior,60484,2026-03,Exterior house painting,251,2355,1303,,As soon as possible
job_000926,Cleaning,Window Washing,49799,2026-02,Deep clean kitchen and bathrooms,115,1011,563,,As soon as possible
job_000927,Landscaping,Landscaping,89829,2026-01,Landscaping,248,1473,860,,As soon as possible
job_000928,HVAC,Ductwork,83045,2026-03,Clean ductwork,171,3294,1732,,As soon as possible
job_000929,Exterior,Exterior,22003,2026-04,Exterior,415,2757,1586,,As soon as possible
job_000930,HVAC,Ductwork,39251,2026-01,AC unit repair and maintenance,222,2552,1387,,Within 1-2 weeks
job_000931,Roofing,Roofing,30761,2026-02,Roofing,201,2422,1311,,Within 1 month
job_000932,HVAC,Ductwork,22535,2026-02,Clean ductwork,221,2560,1390,,As soon as possible
job_000933,Auto,Auto,52452,2026-01,Auto,158,2135,1146,,Within 1-2 weeks
job_000934,Roofing,Roofing,67244,2026-03,Roofing,242,1637,939,,As soon as possible
job_000935,Landscaping,Landscaping,44904,2026-03,Landscaping,167,1556,861,,I'm flexible
job_000936,Pool,Pool,12007,2026-03,Pool,226,1854,1040,,As soon as possible
job_000937,Remodeling,Remodeling,58032,2026-02,Remodeling,241,2006,1123,,Within 1-2 weeks
job_000938,Landscaping,Landscaping,20144,2026-02,Landscaping,211,1249,730,,Within 1 month
job_000939,HVAC,Furnace Maintenance,56879,2026-03,Furnace service before winter,190,3162,1676,,Within 1 month
job_000940,Flooring,Flooring,44604,2026-03,Flooring,204,1829,1016,,I'm flexible
job_000941,Handyman,Handyman,61156,2026-03,Handyman,83,531,307,,I'm flexible
job_000942,Pool,Pool,85532,2026-01,Pool,202,1858,1030,,Within 1 month
job_000943,Remodeling,Remodeling,84872,2026-02,Remodeling,250,1613,931,,Within 1-2 weeks
job_000944,Electrical,Lighting,51030,2026-01,Install ceiling fan,152,1645,898,,Within 1 month
job_000945,Painting,Exterior,83717,2026-04,Cabinet refinishing,247,2308,1277,,Within 1 month
job_000946,Remodeling,Remodeling,41627,2026-04,Remodeling,183,1614,898,,Within 1-2 weeks
job_000947,Auto,Auto,40054,2026-01,Auto,168,2150,1159,,I'm flexible
job_000948,Painting,Interior,42612,2026-02,Exterior house painting,289,2220,1254,,I'm flexible
job_000949,Cleaning,Window Washing,39251,2026-04,Carpet cleaning entire house,83,881,482,,Within 1-2 weeks
job_000950,Painting,Interior,72862,2026-04,Cabinet refinishing,256,2145,1200,,As soon as possible
job_000951,Plumbing,Water Heater Replacement,76813,2026-04,Clear clogged drain,90,1533,811,,Within 1-2 weeks
job_000952,Roofing,Roofing,10864,2026-01,Roofing,169,1768,968,,Within 1 month
job_000953,General Contractor,General Contractor,97585,2026-03,General Contractor,1235,12230,6732,,Within 1 month
job_000954,General Contractor,General Contractor,59888,2026-02,General Contractor,1040,8623,4831,,Within 1-2 weeks
job_000955,General Contractor,General Contractor,70805,2026-04,General Contractor,1174,10953,6063,,Within 1-2 weeks
job_000956,Remodeling,Remodeling,77220,2026-03,Remodeling,237,2159,1198,,As soon as possible
job_000957,Appliance Repair,Appliance Repair,28958,2026-02,Appliance Repair,154,2103,1128,,Within 1 month
job_000958,Pest Control,Rodents,88178,2026-01,Rodent control and sealing,239,1620,929,,As soon as possible
job_000959,Roofing,Roofing,35713,2026-04,Roofing,229,2219,1224,,As soon as possible
job_000960,Flooring,Flooring,65478,2026-02,Flooring,231,1716,973,,Within 1-2 weeks
job_000961,Landscaping,Landscaping,48184,2026-04,Landscaping,215,1652,933,,Within 1-2 weeks
job_000962,General Contractor,General Contractor,41801,2026-01,General Contractor,821,12296,6558,,Within 1 month
job_000963,Moving,Moving,45012,2026-02,Moving,195,2072,1133,,As soon as possible
job_000964,Landscaping,Landscaping,75159,2026-04,Landscaping,196,1342,769,,Within 1 month
job_000965,Plumbing,Water Heater Replacement,68050,2026-04,Clear clogged drain,112,1140,626,,As soon as possible
job_000966,Painting,Interior,98838,2026-03,Trim painting,271,2809,1540,,Within 1-2 weeks
job_000967,Electrical,Outlet Installation,95468,2026-03,Install new outlets in kitchen,135,2046,1090,,I'm flexible
job_000968,Chimney,Chimney,34365,2026-03,Chimney,172,1885,1028,,Within 1 month
job_000969,Roofing,Roofing,10114,2026-01,Roofing,150,1856,1003,,Within 1 month
job_000970,Painting,Exterior,34720,2026-02,Cabinet refinishing,287,2548,1417,,Within 1 month
job_000971,Remodeling,Remodeling,79074,2026-04,Remodeling,151,2485,1318,,Within 1 month
job_000972,Flooring,Flooring,58130,2026-04,Flooring,177,1800,988,,Within 1 month
job_000973,Flooring,Flooring,72459,2026-04,Flooring,203,1829,1016,,I'm flexible
job_000974,Pool,Pool,53787,2026-03,Pool,180,1589,884,,I'm flexible
job_000975,Painting,Cabinet,94355,2026-01,Exterior house painting,227,3054,1640,,Within 1 month
job_000976,Chimney,Chimney,49332,2026-04,Chimney,207,2265,1236,,Within 1 month
job_000977,Pool,Pool,23654,2026-01,Pool,191,1759,975,,Within 1-2 weeks
job_000978,Appliance Repair,Appliance Repair,23008,2026-03,Appliance Repair,181,1796,988,,I'm flexible
job_000979,Exterior,Exterior,15831,2026-03,Exterior,403,3195,1799,,As soon as possible
job_000980,HVAC,Furnace Maintenance,36227,2026-04,AC unit repair and maintenance,190,2800,1495,,Within 1-2 weeks
job_000981,Landscaping,Landscaping,59514,2026-03,Landscaping,191,1248,719,,I'm flexible
job_000982,Appliance Repair,Appliance Repair,70274,2026-02,Appliance Repair,166,1751,958,,I'm flexible
job_000983,Pest Control,Bed Bugs,78636,2026-02,"Bed bug heat treatment, 2BR apartment",343,2343,1343,,I'm flexible
job_000984,Exterior,Exterior,82412,2026-03,Exterior,477,2482,1479,,As soon as possible
job_000985,Electrical,Wiring,48049,2026-02,Install new outlets in kitchen,141,2388,1264,,Within 1-2 weeks
job_000986,Electrical,Outlet Installation,37228,2026-03,Repair faulty electrical panel,132,1599,865,,Within 1 month
job_000987,Exterior,Exterior,13652,2026-01,Exterior,440,2769,1604,,I'm flexible
job_000988,Chimney,Chimney,59295,2026-02,Chimney,172,2449,1310,,Within 1-2 weeks
job_000989,Pool,Pool,81659,2026-03,Pool,163,2029,1096,,As soon as possible
job_000990,Auto,Auto,82583,2026-01,Auto,187,2134,1160,,Within 1-2 weeks
job_000991,Auto,Auto,17227,2026-02,Auto,212,2244,1228,,Within 1-2 weeks
job_000992,Plumbing,Drain Cleaning,14490,2026-04,Clear clogged drain,93,1346,719,,As soon as possible
job_000993,Pest Control,Termites,24822,2026-04,"Bed bug heat treatment, 2BR apartment",340,1571,955,,I'm flexible
job_000994,Plumbing,Fixture Installation,20454,2026-01,Replace kitchen sink shutoff valve (you supply valve),111,1852,981,,Within 1-2 weeks
job_000995,Pest Control,Termites,88825,2026-03,Rodent control and sealing,306,1767,1036,,As soon as possible
job_000996,Chimney,Chimney,95127,2026-01,Chimney,217,1561,889,,Within 1 month
job_000997,Flooring,Flooring,98968,2026-04,Flooring,194,2176,1185,,Within 1 month
job_000998,Painting,Interior,96896,2026-03,Paint interior bedroom walls,355,2552,1453,,As soon as possible
job_000999,Plumbing,Fixture Installation,41350,2026-02,Fix leaking bathroom faucet,75,1571,823,,Within 1 month
job_001000,Chimney,Chimney,79831,2026-02,Chimney,177,2070,1123,,I'm flexible
job_001001,Cleaning,General Cleaning,23172,2026-02,"Exterior window wash, 2-story, 20 windows",113,1102,607,,As soon as possible
job_001002,Painting,Exterior,62585,2026-01,Trim painting,314,2096,1205,,As soon as possible
job_001003,Chimney,Chimney,52487,2026-04,Chimney,175,1866,1020,,I'm flexible
job_001004,Painting,Cabinet,66412,2026-04,Paint interior bedroom walls,358,2626,1492,,I'm flexible
job_001005,Moving,Moving,91474,2026-04,Moving,244,2270,1257,,I'm flexible
job_001006,HVAC,Furnace Maintenance,34482,2026-04,Clean ductwork,242,2698,1470,,Within 1 month
job_001007,Electrical,Wiring,17819,2026-02,Repair faulty electrical panel,171,2232,1201,,Within 1 month
job_001008,Landscaping,Landscaping,90112,2026-04,Landscaping,189,1354,771,,I'm flexible
job_001009,Flooring,Flooring,89713,2026-02,Flooring,207,1667,937,,I'm flexible
job_001010,Remodeling,Remodeling,74678,2026-02,Remodeling,214,2469,1341,,Within 1 month
job_001011,Plumbing,Fixture Installation,44604,2026-04,Replace kitchen sink shutoff valve (you supply valve),124,1625,874,,Within 1 month
job_001012,Auto,Auto,16098,2026-04,Auto,174,2482,1328,,I'm flexible
job_001013,Pool,Pool,15640,2026-02,Pool,156,1996,1076,,Within 1 month
job_001014,Auto,Auto,57259,2026-01,Auto,202,2226,1214,,As soon as possible
job_001015,Pest Control,Bed Bugs,31945,2026-02,General pest control service,226,2033,1129,,I'm flexible
job_001016,Pest Control,Termites,32308,2026-02,General pest control service,307,1804,1055,,Within 1 month
job_001017,Electrical,Outlet Installation,58755,2026-02,Repair faulty electrical panel,144,2200,1172,,Within 1 month
job_001018,Pest Control,Bed Bugs,74105,2026-03,Termite inspection and treatment,226,2046,1136,,I'm flexible
job_001019,Pest Control,Bed Bugs,19048,2026-01,Rodent control and sealing,227,2297,1262,,Within 1-2 weeks
job_001020,Auto,Auto,46991,2026-01,Auto,228,1534,881,,As soon as possible
job_001021,Remodeling,Remodeling,99039,2026-01,Remodeling,183,2297,1240,,I'm flexible
job_001022,Appliance Repair,Appliance Repair,78613,2026-01,Appliance Repair,225,2395,1310,,I'm flexible
job_001023,Moving,Moving,56879,2026-01,Moving,181,2499,1340,,As soon as possible
job_001024,Exterior,Exterior,81489,2026-01,Exterior,445,3517,1981,,Within 1-2 weeks
job_001025,Remodeling,Remodeling,13782,2026-04,Remodeling,203,2261,1232,,I'm flexible
job_001026,Chimney,Chimney,84018,2026-04,Chimney,196,1943,1069,,I'm flexible
job_001027,Auto,Auto,20625,2026-02,Auto,233,1854,1043,,As soon as possible
job_001028,Electrical,Wiring,24263,2026-03,Replace light switches,133,2386,1259,,I'm flexible
job_001029,Pool,Pool,24020,2026-02,Pool,216,2401,1308,,I'm flexible
job_001030,Pest Control,Termites,14446,2026-01,Termite inspection and treatment,327,2217,1272,,Within 1 month
job_001031,Moving,Moving,83366,2026-04,Moving,186,2371,1278,,Within 1 month
job_001032,Remodeling,Remodeling,38080,2026-03,Remodeling,236,1812,1024,,Within 1-2 weeks
job_001033,Electrical,Lighting,22622,2026-03,Install ceiling fan,116,2415,1265,,Within 1-2 weeks
job_001034,HVAC,Thermostat,33723,2026-02,Install new thermostat,188,2808,1498,,I'm flexible
job_001035,Electrical,Wiring,85548,2026-04,Replace light switches,140,1794,967,,Within 1-2 weeks
job_001036,Handyman,Handyman,72675,2026-01,Handyman,79,595,337,,Within 1-2 weeks
job_001037,Pest Control,Bed Bugs,70188,2026-04,General pest control service,280,2175,1227,,Within 1-2 weeks
job_001038,Moving,Moving,17792,2026-03,Moving,249,1582,915,,I'm flexible
job_001039,Plumbing,Fixture Installation,93341,2026-04,Fix leaking bathroom faucet,81,1798,939,,Within 1 month
job_001040,Painting,Cabinet,11907,2026-02,Cabinet refinishing,293,2036,1164,,Within 1 month
job_001041,HVAC,Thermostat,33723,2026-01,Clean ductwork,204,2365,1284,,As soon as possible
job_001042,Electrical,Panel Upgrade,33784,2026-03,Replace light switches,187,2120,1153,,I'm flexible
job_001043,HVAC,Ductwork,74875,2026-03,Install new thermostat,202,3521,1861,,Within 1 month
job_001044,Chimney,Chimney,73420,2026-03,Chimney,168,1826,997,,I'm flexible
job_001045,Pool,Pool,60165,2026-04,Pool,184,2224,1204,,I'm flexible
job_001046,Chimney,Chimney,37062,2026-01,Chimney,155,2136,1145,,As soon as possible
job_001047,Pool,Pool,26792,2026-02,Pool,222,1931,1076,,As soon as possible
job_001048,Flooring,Flooring,35905,2026-03,Flooring,201,2133,1167,,Within 1 month
job_001049,Appliance Repair,Appliance Repair,67287,2026-02,Appliance Repair,228,1552,890,,Within 1 month
job_001050,Painting,Exterior,44904,2026-03,Trim painting,334,2519,1426,,I'm flexible
job_001051,Chimney,Chimney,36601,2026-02,Chimney,229,2088,1158,,Within 1-2 weeks
job_001052,Chimney,Chimney,99141,2026-03,Chimney,171,1810,990,,Within 1-2 weeks
job_001053,Auto,Auto,51619,2026-04,Auto,164,2121,1142,,As soon as possible
job_001054,Handyman,Handyman,36701,2026-03,Handyman,63,427,245,,Within 1-2 weeks
job_001055,General Contractor,General Contractor,72707,2026-03,General Contractor,1163,12024,6593,,I'm flexible
job_001056,Electrical,Lighting,91091,2026-02,Install new outlets in kitchen,147,1686,916,,I'm flexible
job_001057,Painting,Cabinet,57466,2026-01,Exterior house painting,254,2067,1160,,As soon as possible
job_001058,Chimney,Chimney,86235,2026-02,Chimney,246,1815,1030,,I'm flexible
job_001059,General Contractor,General Contractor,42749,2026-03,General Contractor,1121,11518,6319,,I'm flexible
job_001060,Chimney,Chimney,12525,2026-04,Chimney,157,1701,929,,As soon as possible
job_001061,Roofing,Roofing,18341,2026-03,Roofing,245,1530,887,,Within 1-2 weeks
job_001062,Remodeling,Remodeling,62365,2026-02,Remodeling,244,2341,1292,,As soon as possible
job_001063,General Contractor,General Contractor,72455,2026-02,General Contractor,917,12250,6583,,Within 1 month
job_001064,Electrical,Outlet Installation,56266,2026-01,Install ceiling fan,175,1683,929,,As soon as possible
job_001065,HVAC,Ductwork,11622,2026-01,Furnace service before winter,213,3065,1639,,Within 1 month
job_001066,Auto,Auto,37309,2026-01,Auto,246,1743,994,,Within 1-2 weeks
job_001067,Electrical,Panel Upgrade,17407,2026-04,Install ceiling fan,116,2472,1294,,Within 1 month
job_001068,Chimney,Chimney,84192,2026-03,Chimney,180,2002,1091,,I'm flexible
job_001069,Landscaping,Landscaping,94247,2026-01,Landscaping,244,1599,921,,I'm flexible
job_001070,Cleaning,Window Washing,64735,2026-03,Deep clean kitchen and bathrooms,76,1205,640,,Within 1 month
job_001071,HVAC,Thermostat,67818,2026-04,Furnace service before winter,202,2900,1551,,Within 1 month
job_001072,Flooring,Flooring,19480,2026-01,Flooring,189,1700,944,,As soon as possible
job_001073,HVAC,AC Repair,88650,2026-01,Furnace service before winter,213,3573,1893,,As soon as possible
job_001074,Landscaping,Landscaping,19144,2026-02,Landscaping,247,1836,1041,,Within 1-2 weeks
job_001075,Exterior,Exterior,84955,2026-02,Exterior,602,2865,1733,,I'm flexible
job_001076,Flooring,Flooring,79577,2026-04,Flooring,246,2152,1199,,As soon as possible
job_001077,Pest Control,Termites,38113,2026-01,Rodent control and sealing,245,1770,1007,,Within 1-2 weeks
job_001078,Auto,Auto,27765,2026-02,Auto,201,1823,1012,,Within 1-2 weeks
job_001079,Cleaning,Window Washing,25769,2026-02,Deep clean kitchen and bathrooms,95,1219,657,,Within 1-2 weeks
job_001080,General Contractor,General Contractor,88915,2026-04,General Contractor,769,9573,5171,,As soon as possible
job_001081,Cleaning,Carpet Cleaning,90603,2026-02,"Exterior window wash, 2-story, 20 windows",100,1172,636,,Within 1 month
job_001082,Roofing,Roofing,94392,2026-04,Roofing,173,2088,1130,,Within 1-2 weeks
job_001083,Moving,Moving,39339,2026-03,Moving,207,1756,981,,I'm flexible
job_001084,Electrical,Wiring,39406,2026-03,Repair faulty electrical panel,157,1837,997,,Within 1-2 weeks
job_001085,HVAC,Furnace Maintenance,90279,2026-01,Clean ductwork,159,2543,1351,,Within 1-2 weeks
job_001086,Landscaping,Landscaping,97587,2026-04,Landscaping,189,1764,976,,Within 1-2 weeks
job_001087,Cleaning,Carpet Cleaning,19767,2026-02,Window washing service,113,1150,631,,Within 1-2 weeks
job_001088,Plumbing,Fixture Installation,36307,2026-02,Clear clogged drain,122,1178,650,,As soon as possible
job_001089,Auto,Auto,35717,2026-01,Auto,223,1683,953,,Within 1-2 weeks
job_001090,Pest Control,Termites,19480,2026-03,Rodent control and sealing,267,2077,1172,,Within 1 month
job_001091,Pool,Pool,20824,2026-02,Pool,181,1995,1088,,I'm flexible
job_001092,Pest Control,Rodents,25848,2026-02,General pest control service,314,1775,1044,,Within 1-2 weeks
job_001093,Appliance Repair,Appliance Repair,86926,2026-04,Appliance Repair,215,1866,1040,,Within 1 month
job_001094,Pool,Pool,16726,2026-01,Pool,245,1798,1021,,Within 1 month
job_001095,General Contractor,General Contractor,31253,2026-03,General Contractor,1111,10547,5829,,Within 1-2 weeks
job_001096,Flooring,Flooring,88520,2026-04,Flooring,219,1776,997,,Within 1-2 weeks
job_001097,Pest Control,Rodents,66053,2026-01,"Bed bug heat treatment, 2BR apartment",364,2037,1200,,Within 1 month
job_001098,Handyman,Handyman,11916,2026-01,Handyman,57,496,276,,As soon as possible
job_001099,Auto,Auto,21519,2026-04,Auto,219,1523,871,,As soon as possible
job_001100,Electrical,Outlet Installation,95916,2026-03,Replace light switches,129,2400,1264,,Within 1-2 weeks
job_001101,Cleaning,Carpet Cleaning,33829,2026-03,Deep clean kitchen and bathrooms,101,1075,588,,I'm flexible
job_001102,Handyman,Handyman,51263,2026-01,Handyman,69,402,235,,Within 1-2 weeks
job_001103,Exterior,Exterior,87620,2026-01,Exterior,416,3462,1939,,Within 1 month
job_001104,Cleaning,General Cleaning,98187,2026-02,Carpet cleaning entire house,122,794,458,,I'm flexible
job_001105,Landscaping,Landscaping,79331,2026-04,Landscaping,151,1365,758,,I'm flexible
job_001106,Electrical,Wiring,74291,2026-02,Install new outlets in kitchen,178,1674,926,,Within 1 month
job_001107,Pool,Pool,84746,2026-03,Pool,163,1501,832,,Within 1-2 weeks
job_001108,Plumbing,Fixture Installation,30129,2026-02,Fix leaking bathroom faucet,95,1745,920,,I'm flexible
job_001109,Painting,Cabinet,93671,2026-03,Cabinet refinishing,259,2824,1541,,As soon as possible
job_001110,Painting,Exterior,55308,2026-04,Paint interior bedroom walls,338,2343,1340,,Within 1-2 weeks
job_001111,Remodeling,Remodeling,83688,2026-01,Remodeling,153,1998,1075,,Within 1 month
job_001112,Cleaning,General Cleaning,79331,2026-02,Window washing service,93,1055,574,,Within 1-2 weeks
job_001113,Cleaning,Window Washing,25457,2026-03,Carpet cleaning entire house,117,1214,665,,Within 1 month
job_001114,Roofing,Roofing,70477,2026-03,Roofing,239,2082,1160,,Within 1-2 weeks
job_001115,Handyman,Handyman,45088,2026-01,Handyman,89,450,269,,As soon as possible
job_001116,Auto,Auto,35916,2026-04,Auto,216,1761,988,,Within 1-2 weeks
job_001117,Landscaping,Landscaping,13456,2026-04,Landscaping,212,1649,930,,As soon as possible
job_001118,Auto,Auto,10900,2026-02,Auto,229,1601,915,,Within 1-2 weeks
job_001119,Exterior,Exterior,22522,2026-04,Exterior,519,2953,1736,,Within 1 month
job_001120,Auto,Auto,30468,2026-02,Auto,243,1688,965,,As soon as possible
job_001121,Painting,Cabinet,77016,2026-02,Cabinet refinishing,271,2428,1349,,As soon as possible
job_001122,Pest Control,Rodents,43458,2026-01,"Bed bug heat treatment, 2BR apartment",290,1831,1060,,As soon as possible
job_001123,Exterior,Exterior,65478,2026-04,Exterior,570,3253,1911,,Within 1 month
job_001124,Electrical,Wiring,85705,2026-02,Install new outlets in kitchen,124,1681,902,,I'm flexible
job_001125,Electrical,Lighting,36677,2026-03,Install ceiling fan,158,1925,1041,,As soon as possible
job_001126,Pool,Pool,84746,2026-03,Pool,165,2069,1117,,I'm flexible
job_001127,Pest Control,General,68301,2026-01,Termite inspection and treatment,375,1599,987,,As soon as possible
job_001128,Flooring,Flooring,90097,2026-02,Flooring,250,2021,1135,,Within 1 month
job_001129,Pool,Pool,40578,2026-03,Pool,154,2005,1079,,As soon as possible
job_001130,Landscaping,Landscaping,83766,2026-03,Landscaping,159,1740,949,,Within 1 month
job_001131,Roofing,Roofing,38080,2026-02,Roofing,237,1537,887,,Within 1 month
job_001132,General Contractor,General Contractor,46859,2026-01,General Contractor,786,9583,5184,,As soon as possible
job_001133,Landscaping,Landscaping,44410,2026-04,Landscaping,150,1667,908,,Within 1 month
job_001134,Remodeling,Remodeling,35717,2026-01,Remodeling,173,2487,1330,,I'm flexible
job_001135,Handyman,Handyman,11907,2026-04,Handyman,87,382,234,,Within 1 month
job_001136,Plumbing,Leak Repair,90504,2026-02,Clear clogged drain,110,1331,720,,Within 1-2 weeks
job_001137,Auto,Auto,48156,2026-02,Auto,184,1504,844,,I'm flexible
job_001138,Flooring,Flooring,84649,2026-01,Flooring,152,2103,1127,,As soon as possible
job_001139,Cleaning,General Cleaning,50202,2026-01,Carpet cleaning entire house,95,1201,648,,I'm flexible
job_001140,Roofing,Roofing,84872,2026-03,Roofing,230,2000,1115,,Within 1 month
job_001141,General Contractor,General Contractor,54484,2026-02,General Contractor,1245,11736,6490,,As soon as possible
job_001142,General Contractor,General Contractor,28698,2026-03,General Contractor,1143,11900,6521,,As soon as possible
job_001143,Cleaning,Window Washing,86080,2026-03,Deep clean kitchen and bathrooms,109,1004,556,,Within 1 month
job_001144,Plumbing,Fixture Installation,64807,2026-02,Install new water heater,78,1520,799,,Within 1-2 weeks
job_001145,Landscaping,Landscaping,79331,2026-04,Landscaping,229,1178,703,,I'm flexible
job_001146,General Contractor,General Contractor,81671,2026-01,General Contractor,948,12072,6510,,Within 1 month
job_001147,Exterior,Exterior,23793,2026-03,Exterior,605,3299,1952,,As soon as possible
job_001148,Pest Control,Bed Bugs,95695,2026-01,Termite inspection and treatment,312,2407,1359,,Within 1 month
job_001149,General Contractor,General Contractor,96896,2026-01,General Contractor,940,10066,5503,,I'm flexible
job_001150,Electrical,Outlet Installation,80122,2026-04,Replace light switches,173,1995,1084,,Within 1 month
job_001151,HVAC,Thermostat,66412,2026-02,AC unit repair and maintenance,212,2477,1344,,I'm flexible
job_001152,Exterior,Exterior,55273,2026-03,Exterior,432,2550,1491,,As soon as possible
job_001153,Handyman,Handyman,30945,2026-03,Handyman,66,382,224,,As soon as possible
job_001154,Flooring,Flooring,54703,2026-02,Flooring,236,2122,1179,,I'm flexible
job_001155,Exterior,Exterior,25798,2026-03,Exterior,578,2802,1690,,Within 1 month
job_001156,Appliance Repair,Appliance Repair,81232,2026-01,Appliance Repair,241,2424,1332,,Within 1 month
job_001157,Pest Control,General,75507,2026-03,General pest control service,274,2475,1374,,Within 1-2 weeks
job_001158,Auto,Auto,47957,2026-04,Auto,206,1947,1076,,As soon as possible
